,BBL,KBANK,SCB,TMB,CIMBT,PTT,PTTEP,TOP,THAI,SSP,ADVANC,AOT,INTUCH,TRUE,HANA,CPF,MCP,TU,SAWAD,THCOM,STA,SANKO,TKC,TKN,TPIPL,AP,LH,PF,QH,RATCH,FSS,MFC,TISCO,THAI,THREL,BEM,BGRIM,BTS,CGD,EA,BDMS,CHG,GMCO,HQ,KCE,ITD,SLP,SYNTEC,VNG,X1X
2019-11-13,4486194,15619152,1812612,18710136,1209923,11610852,5354847,14761137,4818006,10693397,18928447,14449341,19259988,15239201,4443267,11791586,19217650,8821080,17460169,3145222,15441440,15276500,13193315,11519711,10038593,6992458,1947891,3104618,1124448,12140327,17359682,1793470,1191235,4818006,10607644,10755265,6674853,14314746,12327903,10060323,7749238,8263325,6932855,19881162,6652503,8338530,15009673,14344161,18849797,12543749
2019-11-14,4482378,15621374,1812645,18716482,1209331,11617873,5351445,14765552,4817716,10693621,18932256,14438353,19262429,15238262,4439879,11791628,19218408,8825681,17452018,3144746,15443978,15274213,13196706,11531381,10036092,6995580,1946984,3103942,1125137,12141834,17360075,1791368,1188520,4817716,10607662,10760509,6676218,14316293,12333455,10054785,7756332,8262360,6929834,19880299,6648672,8341515,15010967,14341632,18848434,12548592
2019-11-15,4482640,15626211,1813227,18713683,1210217,11608845,5354542,14765235,4822558,10695067,18937120,14445466,19253590,15237715,4442558,11785662,19210841,8822311,17449917,3146467,15453232,15278285,13201327,11524060,10035496,6999186,1948112,3102503,1128063,12141553,17354946,1790698,1188109,4822558,10611693,10758001,6676684,14311026,12331962,10046444,7751727,8267581,6930697,19886925,6654111,8343393,15016434,14344705,18854718,12541402
2019-11-18,4484032,15617517,1814720,18705322,1209411,11618984,5351101,14761724,4821517,10694461,18936322,14443691,19260132,15238109,4444649,11797861,19224805,8824045,17451463,3145207,15445447,15278133,13193110,11527442,10038271,6993631,1947043,3099903,1125497,12140492,17356980,1792201,1189521,4821517,10609783,10755010,6680470,14323557,12328566,10049248,7756579,8261120,6929140,19880848,6655695,8342831,15017268,14342398,18849770,12540558
2019-11-19,4480597,15615603,1815506,18706846,1207052,11615010,5355171,14762958,4819907,10693369,18932914,14447211,19257700,15241657,4444556,11789914,19216853,8824726,17456282,3140925,15443249,15271212,13193008,11517109,10043542,6994251,1945724,3104128,1125403,12140935,17354432,1793823,1189070,4819907,10606591,10759157,6677562,14324156,12329128,10043822,7758524,8266528,6927330,19875041,6650744,8338581,15012887,14334832,18841273,12547954
2019-11-20,4485202,15617128,1813937,18704966,1209251,11619360,5352372,14765501,4817408,10693626,18928684,14439427,19259322,15234500,4442579,11785597,19215153,8821205,17451084,3144450,15442655,15279575,13193796,11529807,10032662,6998117,1946218,3108151,1126471,12144427,17355222,1795247,1187829,4817408,10602774,10756915,6676655,14307274,12326150,10052199,7748448,8266094,6923949,19878908,6653106,8343556,15015677,14341869,18849141,12549143
2019-11-21,4483959,15628231,1813321,18710798,1210603,11609482,5357469,14762402,4820958,10690344,18939405,14442378,19260173,15239134,4446376,11795104,19210612,8820968,17461151,3145021,15442431,15275671,13191225,11522768,10030284,6996355,1949503,3105877,1125008,12139343,17357481,1792352,1189371,4820958,10609760,10761871,6682735,14318490,12331716,10048420,7755046,8261126,6926533,19875853,6654636,8342044,15017070,14345208,18839614,12541382
2019-11-22,4485066,15623757,1812879,18711552,1208619,11609260,5354670,14765384,4820238,10699881,18930155,14444439,19259165,15240772,4444946,11791839,19215386,8826884,17454000,3143612,15447653,15269687,13195769,11532012,10035676,6995741,1945358,3100156,1125334,12126752,17360527,1794207,1188047,4820238,10608052,10756964,6679937,14316961,12328021,10048759,7752030,8261946,6925583,19885891,6651189,8344012,15020563,14343198,18851000,12544656
2019-11-25,4487889,15613166,1815540,18706275,1209379,11616877,5353280,14758281,4822103,10697857,18929409,14447688,19257168,15239384,4444601,11786952,19218456,8817860,17451156,3143454,15435510,15272112,13192062,11525033,10035677,6994556,1947743,3105526,1125023,12136727,17359342,1793069,1188231,4822103,10606685,10755216,6680270,14311916,12340131,10043912,7754175,8260585,6928297,19886338,6646598,8337588,15020451,14342106,18836057,12541046
2019-11-26,4485515,15625152,1814287,18701085,1209006,11617139,5352955,14763438,4819492,10698006,18930816,14436700,19264751,15238939,4444571,11798654,19226043,8819587,17461281,3146305,15443284,15279647,13197197,11529197,10038284,6997454,1945712,3105641,1124008,12136288,17358801,1791461,1188574,4819492,10607912,10755380,6678408,14308322,12328377,10049377,7756392,8265909,6935045,19881435,6650621,8339406,15015901,14341174,18851115,12535145
2019-11-27,4486351,15620872,1814187,18710420,1209268,11614160,5355671,14763358,4820516,10693003,18928519,14442267,19258378,15237809,4445031,11791261,19220752,8822513,17447851,3142728,15444802,15280063,13189876,11530325,10036748,6993788,1946084,3102644,1124351,12138350,17366681,1793997,1186263,4820516,10605050,10752767,6680705,14313949,12334467,10048320,7754827,8263151,6928949,19875903,6658135,8339526,15011653,14341536,18854014,12541614
2019-11-28,4486207,15613268,1815945,18708910,1209591,11613450,5351912,14760420,4820719,10690598,18919752,14445301,19255208,15233407,4442914,11794830,19217181,8826102,17458837,3145009,15441430,15267135,13200273,11527981,10033240,6995876,1945486,3104654,1125462,12137166,17361728,1793794,1187724,4820719,10607024,10755450,6673853,14318495,12331791,10047069,7753756,8267569,6932291,19882678,6651182,8340638,15009220,14340540,18850604,12541709
2019-11-29,4486159,15627408,1813268,18703071,1210439,11618267,5352150,14762361,4818904,10698193,18932624,14446558,19255800,15238147,4443061,11790531,19211171,8819855,17455617,3144367,15441265,15279322,13191461,11525885,10035792,7001440,1946672,3105013,1125258,12147408,17361024,1792003,1190590,4818904,10606728,10763954,6678458,14314254,12335136,10046611,7754271,8262672,6933533,19880877,6655026,8342247,15010514,14336549,18853994,12544449
2019-12-02,4481984,15616279,1814404,18711187,1210637,11618195,5354865,14761741,4817865,10693722,18925697,14443106,19265452,15239781,4443252,11788453,19216884,8823399,17443688,3145741,15447203,15277593,13193673,11526246,10036628,6997556,1944367,3105256,1125300,12140716,17360261,1791459,1189428,4817865,10604946,10757815,6679181,14317069,12330570,10044716,7754096,8266542,6930331,19879371,6652192,8343170,15015717,14344485,18846535,12546849
2019-12-03,4487213,15621069,1814126,18705289,1210247,11609812,5356369,14764570,4818325,10696564,18929912,14441654,19252925,15235065,4446214,11791565,19224726,8822534,17457868,3142380,15442466,15280760,13194870,11533532,10031559,6996381,1946266,3102711,1123863,12144373,17362552,1793616,1189066,4818325,10602427,10764582,6674223,14315194,12330046,10047800,7752030,8264644,6928492,19881247,6651247,8341971,15008058,14341470,18846299,12545835
2019-12-04,4482593,15620731,1812623,18715964,1209496,11609457,5351265,14755097,4822228,10700961,18933278,14441825,19253884,15234882,4445833,11789787,19218652,8820810,17461722,3146818,15447031,15274732,13193586,11524981,10035064,6998072,1947515,3102387,1124645,12138236,17355274,1792031,1188299,4822228,10609841,10753645,6681638,14310545,12324878,10051435,7756026,8261578,6930926,19881541,6650840,8340242,15013002,14346973,18851739,12546171
2019-12-05,4481349,15622968,1813602,18712135,1209215,11613662,5354047,14766270,4817418,10696114,18930971,14448045,19253953,15236853,4443515,11794784,19206290,8823668,17449710,3142237,15439316,15277336,13196502,11526351,10034499,6999245,1945575,3105296,1125666,12136775,17360489,1795167,1189710,4817418,10611319,10758291,6682582,14325184,12326084,10047900,7753799,8265692,6933267,19886690,6650919,8345676,15014108,14344993,18847131,12539063
2019-12-06,4483114,15623032,1813207,18708340,1208906,11611383,5356557,14768831,4820209,10694261,18932602,14438271,19252071,15235663,4445923,11790581,19214024,8825008,17455472,3145148,15443204,15275496,13191928,11524377,10036047,6994092,1945543,3103833,1123682,12137999,17361085,1792049,1188076,4820209,10612032,10758983,6682315,14316469,12327976,10049573,7756256,8260592,6928604,19881527,6651959,8340867,15013731,14348930,18854711,12541817
2019-12-09,4484865,15624007,1813918,18715268,1207181,11619958,5355807,14762372,4815249,10695587,18921321,14436820,19261949,15234366,4441692,11797914,19212733,8821339,17443707,3143823,15446996,15279281,13194348,11523935,10038859,7000161,1946411,3106804,1123637,12141905,17358082,1792605,1188714,4815249,10599340,10761675,6676253,14305324,12330788,10051524,7752706,8262961,6925308,19879666,6653837,8342954,15012473,14346544,18852648,12534899
2019-12-10,4486510,15621821,1816017,18710710,1208507,11612389,5355079,14764966,4820001,10694095,18932884,14440407,19257549,15237164,4444561,11788212,19222893,8817542,17457868,3146100,15441767,15275142,13197512,11522629,10036056,6998482,1946961,3103118,1125746,12138758,17366283,1791507,1187250,4820001,10607192,10755719,6678600,14318073,12326446,10050594,7747290,8261896,6928684,19881145,6653356,8336585,15010852,14342919,18853827,12547426
2019-12-11,4484306,15625981,1811538,18709838,1211121,11617189,5355353,14761335,4817853,10691860,18926727,14443639,19264318,15238116,4442743,11794287,19219720,8822388,17457809,3143639,15442299,15276379,13192723,11526455,10032106,6997289,1945436,3102894,1125782,12142357,17361377,1793777,1190136,4817853,10607459,10755305,6678200,14321070,12334413,10051030,7754008,8260697,6926914,19886104,6652125,8339953,15011773,14346829,18854549,12544471
2019-12-12,4486804,15617997,1814269,18708215,1208883,11614598,5352537,14760123,4820699,10701042,18929204,14437580,19263213,15241045,4445018,11790017,19215503,8820448,17456348,3143317,15443791,15281099,13188403,11535080,10035035,6996491,1944762,3105808,1125272,12136802,17362181,1792495,1189018,4820699,10609572,10760837,6677677,14317363,12329462,10048057,7755731,8264615,6931943,19882115,6652961,8339598,15016218,14336766,18845833,12538983
2019-12-13,4485924,15615095,1812067,18712638,1208597,11608822,5354641,14759865,4822376,10693573,18930592,14443502,19258624,15236769,4447016,11789824,19216092,8825312,17453831,3144639,15444142,15282883,13195963,11529038,10039494,6996715,1947251,3106753,1126575,12143817,17361518,1792773,1188528,4822376,10603393,10757656,6676006,14314787,12333100,10045979,7749637,8265754,6928004,19881814,6650593,8340480,15022298,14340235,18852972,12538283
2019-12-16,4483973,15618577,1812113,18704576,1208688,11618536,5352570,14760038,4821003,10701101,18926514,14433380,19258894,15245223,4446862,11793125,19212960,8825566,17450917,3144407,15445915,15273484,13196656,11529220,10034133,7001773,1944906,3105569,1126753,12142613,17360398,1794910,1190167,4821003,10610489,10757736,6682678,14312820,12331041,10044669,7754916,8263000,6928239,19878207,6655614,8345826,15013368,14340540,18850320,12547633
2019-12-17,4483822,15617884,1816240,18706948,1209572,11612909,5354130,14766873,4818447,10696930,18930741,14439575,19257871,15236368,4444526,11794343,19215962,8822589,17457849,3145840,15439492,15282132,13197885,11527637,10034555,7000042,1944799,3106657,1125624,12139285,17363319,1792842,1186752,4818447,10607636,10758684,6678955,14311967,12335195,10045030,7756857,8265260,6931473,19881951,6655447,8340204,15018141,14343296,18847112,12545096
2019-12-18,4484847,15615772,1813407,18713006,1209322,11609965,5353587,14756670,4817637,10694871,18936510,14435301,19259412,15236111,4445999,11790994,19214215,8822116,17451552,3144225,15446635,15274336,13198156,11529271,10034094,7000762,1947111,3101408,1124795,12138259,17367758,1793735,1190851,4817637,10605012,10760586,6684709,14315425,12328611,10052774,7752558,8263195,6928011,19869761,6652598,8339609,15020449,14339207,18848179,12546091
2019-12-19,4481567,15619470,1814267,18712880,1207455,11614621,5353163,14761098,4817160,10694890,18923297,14437987,19260144,15242338,4445051,11791555,19215847,8823561,17449954,3141127,15453078,15277525,13191452,11531031,10036736,6995776,1945372,3105486,1124561,12135759,17361376,1794720,1187732,4817160,10608182,10763535,6673404,14321150,12326602,10049201,7754904,8265971,6933385,19873224,6652035,8337372,15013094,14337834,18852096,12545535
2019-12-20,4480515,15623465,1814422,18719355,1209406,11613754,5354994,14760736,4821504,10697136,18930062,14436240,19251568,15241806,4446155,11791564,19221716,8815060,17453378,3143794,15445942,15282311,13192756,11528424,10035307,7000278,1947956,3107295,1125784,12140579,17363328,1792817,1188119,4821504,10607374,10757193,6681468,14314115,12335405,10050352,7757826,8262872,6932325,19880721,6650700,8343267,15016228,14336722,18848503,12543032
2019-12-23,4485670,15621377,1813658,18709152,1209398,11615520,5352590,14761826,4820752,10690749,18927544,14445175,19261729,15236537,4446170,11798167,19220167,8821817,17456413,3146662,15442740,15272424,13200588,11529072,10034207,6995133,1942520,3107560,1127195,12140066,17366995,1793906,1188015,4820752,10605673,10752229,6679181,14310294,12337849,10048215,7752514,8259861,6929150,19880663,6648531,8343842,15017375,14339645,18843224,12548448
2019-12-24,4484409,15620466,1815912,18701958,1209967,11614645,5351456,14758225,4822068,10690723,18932390,14446550,19257834,15243666,4441686,11791846,19220823,8820237,17457612,3142403,15445567,15280412,13190043,11532536,10032413,6998202,1946817,3104842,1122627,12137726,17361858,1790955,1187576,4822068,10609245,10758048,6678440,14313956,12333665,10047237,7757438,8264029,6931942,19880308,6654703,8346582,15012863,14344728,18849047,12544084
2019-12-25,4488292,15619709,1813286,18701372,1211031,11610158,5355767,14762758,4819077,10693741,18931595,14443735,19256031,15230373,4444235,11794839,19214294,8824831,17457817,3144793,15442712,15281092,13197483,11523154,10036649,7000620,1945197,3105089,1124666,12143344,17362624,1793201,1186771,4819077,10604824,10760213,6679310,14313502,12337435,10045050,7755669,8267822,6932812,19879039,6650781,8344840,15012048,14341488,18854422,12536823
2019-12-26,4483451,15624206,1815476,18713167,1207649,11612106,5351578,14758769,4820073,10694561,18930218,14438657,19255623,15235250,4445727,11793867,19213059,8822249,17444057,3141059,15444197,15287402,13199611,11528113,10036722,6997040,1947464,3106892,1124540,12139160,17359971,1792178,1187522,4820073,10611036,10758305,6679126,14318086,12333320,10050183,7754408,8265878,6927552,19878968,6655482,8345074,15019470,14348707,18845395,12541044
2019-12-27,4484426,15618063,1815854,18715510,1210180,11614949,5355957,14763735,4818345,10696581,18932994,14439301,19257495,15242283,4447008,11791202,19217488,8821547,17458084,3139927,15447605,15280499,13194912,11527986,10031953,6997131,1945533,3104524,1124584,12141144,17359989,1794527,1188320,4818345,10606709,10756786,6677052,14316419,12326896,10047608,7747927,8263810,6926677,19878918,6651641,8339162,15008798,14346847,18857335,12538238
2019-12-30,4486619,15621644,1813799,18706271,1208501,11614714,5348264,14756491,4818363,10691944,18930952,14446013,19251955,15235984,4440478,11794862,19219530,8823357,17447498,3142937,15436879,15273892,13193734,11530011,10031174,6992425,1946988,3102161,1124021,12142963,17363962,1793843,1188717,4818363,10608445,10767406,6681432,14321988,12329698,10046358,7758387,8263723,6930326,19882703,6651575,8340839,15021414,14345042,18848535,12541991
2019-12-31,4481658,15617199,1814317,18708864,1208830,11615838,5350550,14759515,4817173,10699040,18934477,14445911,19254560,15239427,4443724,11793167,19216307,8824637,17452616,3149061,15444552,15269136,13194335,11538135,10033395,6999271,1944528,3104844,1123086,12138971,17356796,1792776,1187759,4817173,10609520,10751737,6674259,14315009,12336471,10047638,7758584,8266463,6930641,19882409,6649606,8338158,15022266,14338936,18851256,12535413
2020-01-01,4482833,15623375,1814335,18712105,1209490,11612827,5351484,14763786,4820760,10696770,18933492,14437820,19259442,15237261,4443251,11790607,19214360,8820523,17447820,3145862,15440153,15280911,13200519,11528180,10028612,6996333,1945526,3107462,1125288,12144092,17357752,1794540,1189529,4820760,10602238,10758900,6680586,14314596,12327245,10052453,7752916,8265081,6933420,19876524,6651428,8343424,15014688,14342633,18853960,12546495
2020-01-02,4488852,15618512,1815515,18708713,1208179,11612737,5356142,14759743,4819044,10692716,18923824,14442724,19260124,15241916,4442519,11791037,19209764,8819396,17462527,3145125,15440675,15283982,13197038,11523942,10039918,6995274,1946483,3103344,1125560,12141413,17361581,1791966,1187717,4819044,10607910,10756740,6680229,14315096,12330267,10047678,7753300,8261811,6930973,19880868,6652267,8344195,15016148,14344526,18848337,12544601
2020-01-03,4483859,15611359,1816384,18722445,1209719,11618098,5355003,14760342,4825733,10692407,18927438,14444150,19249693,15242344,4443617,11797887,19213548,8820974,17454256,3146686,15440364,15270975,13194407,11525040,10031824,6999336,1946735,3103858,1125685,12140379,17352770,1793431,1187750,4825733,10607141,10755550,6673206,14323845,12337603,10052473,7752806,8264346,6928319,19872158,6648570,8341358,15022231,14341981,18850418,12543943
2020-01-06,4483940,15620690,1811399,18710779,1208991,11619005,5355224,14758903,4824801,10696470,18928103,14444084,19259734,15239126,4441168,11789924,19213970,8823513,17457972,3144829,15444820,15278665,13197499,11525796,10031588,6996651,1946771,3105150,1124203,12140069,17359856,1795441,1188619,4824801,10608651,10755000,6683380,14320109,12339650,10047653,7757054,8266101,6936012,19887931,6653682,8342377,15012910,14339586,18848053,12547430
2020-01-07,4484681,15611770,1814979,18714709,1208842,11621446,5353762,14766845,4821859,10691398,18937169,14442889,19254327,15242216,4444502,11791906,19217064,8826681,17459173,3142890,15453021,15273037,13192557,11522442,10040552,6993804,1947968,3104628,1125007,12144168,17360773,1793537,1188527,4821859,10609341,10757858,6680837,14312623,12335630,10048492,7753252,8259748,6930981,19884575,6654603,8339259,15017439,14340236,18838632,12544629
2020-01-08,4485598,15621430,1814160,18705560,1209468,11613272,5356046,14763287,4818976,10699131,18927509,14439755,19256483,15238981,4442296,11794092,19223076,8824978,17457282,3146305,15442456,15278139,13195397,11531091,10026979,6995147,1946108,3101936,1125915,12143590,17356700,1791507,1188077,4818976,10605803,10752541,6676185,14316849,12338455,10053321,7752178,8259220,6931542,19875513,6657019,8338787,15009806,14342345,18846201,12537362
2020-01-09,4483333,15623172,1814959,18707382,1209542,11616418,5348947,14769060,4819024,10689736,18933024,14436879,19252793,15241479,4445329,11795388,19214338,8823083,17458981,3143144,15443534,15277681,13196099,11528654,10030641,6996361,1946899,3104190,1126796,12139408,17357260,1793898,1189131,4819024,10604612,10754260,6678437,14310557,12329440,10051206,7757070,8264291,6932178,19883106,6653965,8339913,15016179,14338789,18845888,12544423
2020-01-10,4484159,15622421,1813880,18708084,1209779,11615299,5354928,14756953,4819982,10695121,18929527,14445799,19248499,15238721,4442703,11793146,19208666,8825311,17450536,3140661,15446328,15279188,13199763,11525295,10033194,6994173,1947263,3102622,1124859,12142179,17364616,1793848,1188397,4819982,10607827,10753481,6684321,14319061,12333024,10047395,7750581,8259872,6931251,19880675,6653440,8340630,15017792,14338023,18852395,12545203
2020-01-13,4483716,15617080,1815744,18708527,1209482,11615299,5352113,14757700,4819511,10695460,18929009,14441801,19258579,15240724,4442752,11792588,19217311,8820417,17454743,3144738,15447051,15277765,13195205,11527249,10035364,6992392,1946081,3101775,1125513,12142858,17355411,1794067,1188151,4819511,10609733,10755414,6679059,14324611,12334252,10051496,7754886,8263648,6929966,19878303,6651245,8341189,15011913,14340552,18848384,12543533
2020-01-14,4483796,15613650,1813767,18708965,1208652,11603339,5354606,14764417,4816407,10696482,18927628,14443921,19252375,15241833,4443283,11790900,19216904,8815972,17452434,3148352,15443402,15278064,13195418,11527849,10037834,6998961,1944445,3107563,1126393,12132381,17360430,1793473,1189588,4816407,10607091,10761803,6676591,14313298,12331503,10047674,7751073,8258214,6934352,19878403,6648617,8335041,15012929,14341531,18848716,12547577
2020-01-15,4481751,15623591,1813307,18705936,1208191,11613323,5351239,14760825,4816760,10693186,18929641,14441300,19256199,15238822,4446073,11792221,19216392,8828384,17455629,3142201,15438097,15272663,13191196,11527743,10034314,6999075,1947760,3102859,1125326,12140602,17361529,1793900,1190029,4816760,10611723,10761126,6679557,14312240,12329025,10046853,7753760,8264259,6937097,19874187,6648723,8344278,15009112,14343018,18846989,12542909
2020-01-16,4485831,15619969,1813575,18715582,1209821,11607726,5353534,14768442,4817127,10700867,18936072,14439415,19258673,15242092,4445131,11796798,19215872,8825923,17461710,3144302,15444741,15275027,13194129,11526482,10032008,6996283,1945929,3101756,1127068,12137708,17359943,1793069,1190283,4817127,10608835,10764162,6676456,14320617,12327646,10046409,7755369,8264390,6930754,19878009,6652523,8343783,15013583,14339280,18843826,12547965
2020-01-17,4488280,15623452,1814015,18718222,1209156,11619068,5354266,14767049,4819946,10691966,18931552,14448494,19260181,15243130,4446454,11800285,19218867,8818214,17459737,3142725,15444651,15280730,13191357,11526509,10037438,6996334,1947369,3103858,1124496,12142164,17361846,1793527,1190110,4819946,10615347,10756129,6682225,14313704,12326546,10046629,7758785,8263233,6931479,19883228,6654424,8345603,15023653,14343072,18854322,12531958
2020-01-20,4482186,15623167,1812631,18718309,1210040,11622795,5356142,14760081,4817240,10698046,18926585,14445242,19264193,15244187,4445584,11793513,19217263,8815381,17457627,3144557,15441565,15278016,13192933,11527924,10033729,6995795,1946860,3103727,1125119,12141474,17364632,1793638,1187899,4817240,10603834,10758503,6679858,14322819,12330772,10048527,7751584,8267396,6924376,19883463,6650357,8343768,15016683,14337696,18849612,12539204
2020-01-21,4486596,15622627,1813956,18711037,1207810,11611043,5354147,14758055,4816800,10692505,18931933,14442792,19258712,15241724,4445603,11788243,19213455,8823330,17453656,3144545,15434633,15281963,13192879,11531847,10038869,6993915,1945137,3104851,1125757,12141624,17358041,1791797,1188853,4816800,10606868,10758731,6677616,14317625,12332463,10046537,7750100,8264414,6931424,19890727,6652734,8343557,15013522,14342384,18853790,12539896
2020-01-22,4484629,15624319,1813059,18704078,1209473,11616472,5352612,14769281,4820660,10693714,18935346,14439288,19264095,15236760,4446171,11789024,19216913,8822421,17463885,3145822,15438220,15282660,13197769,11523364,10042088,6995231,1947398,3103144,1127735,12141552,17361571,1792837,1186671,4820660,10608115,10761090,6680363,14312834,12334736,10048964,7755597,8262396,6930535,19888381,6652906,8343060,15014703,14336948,18849422,12545605
2020-01-23,4485007,15615439,1814890,18709555,1208236,11614355,5354056,14760128,4818244,10689199,18935578,14446468,19261407,15240870,4445927,11795982,19215647,8823857,17449591,3144953,15437342,15274823,13193588,11526013,10031658,7001555,1945325,3102946,1123748,12139025,17363801,1793725,1189030,4818244,10613571,10761085,6678299,14314672,12328913,10049306,7759862,8263660,6930971,19884284,6652597,8338763,15019454,14346910,18852091,12540366
2020-01-24,4484319,15614255,1816061,18705363,1208404,11616043,5350073,14759718,4818298,10688085,18927045,14441559,19256035,15239916,4442386,11791844,19212753,8819160,17455419,3141041,15435860,15272260,13200273,11528517,10033725,6998064,1949176,3103271,1123335,12143028,17359546,1790585,1189538,4818298,10605702,10760908,6677010,14315719,12329083,10047578,7750903,8272938,6929476,19877323,6650129,8337019,15017577,14340560,18855905,12538173
2020-01-27,4484602,15621578,1815546,18712287,1211303,11611542,5350730,14761315,4819586,10692232,18921264,14438292,19254914,15237392,4442991,11792629,19217958,8826357,17456063,3143212,15450296,15269788,13194061,11527577,10036782,6996012,1945031,3106236,1125956,12135363,17356292,1794480,1188421,4819586,10607267,10759819,6681211,14317453,12334333,10046484,7751611,8266008,6935445,19892475,6652734,8348296,15011224,14342288,18846768,12543607
2020-01-28,4487394,15616538,1813924,18712449,1209330,11614329,5354384,14759291,4822199,10695609,18928058,14440444,19261060,15235718,4440709,11798089,19216712,8828363,17451802,3143908,15439785,15271621,13198342,11526874,10030716,6997037,1947037,3103894,1125274,12139675,17360596,1792340,1189122,4822199,10611789,10758180,6677461,14320036,12333695,10047169,7752662,8261934,6930344,19887931,6654590,8337966,15018562,14339932,18850115,12541020
2020-01-29,4484539,15621509,1810676,18717376,1209505,11614501,5357613,14756100,4817801,10693443,18931475,14441710,19251202,15240982,4441945,11792054,19221005,8816127,17454756,3143858,15440002,15278882,13200558,11528821,10031317,7000599,1947237,3103607,1125921,12143644,17361643,1795024,1188482,4817801,10606875,10758978,6677428,14311587,12336125,10050510,7749232,8265628,6934986,19882067,6650436,8343317,15013013,14344015,18852814,12537093
2020-01-30,4485119,15616974,1814853,18707741,1210602,11611268,5355088,14755961,4819622,10699241,18935794,14445883,19255939,15235983,4444461,11790813,19217434,8828118,17451292,3142983,15440145,15274283,13198560,11533333,10034114,6997598,1947851,3106227,1124877,12135942,17360881,1792254,1188388,4819622,10609018,10762208,6684982,14313207,12329403,10050009,7754281,8259674,6930944,19877210,6650371,8341804,15018489,14340629,18847494,12541830
2020-01-31,4485674,15623385,1812826,18706167,1209261,11613412,5354194,14762310,4817821,10697104,18928626,14438329,19259975,15244364,4442214,11795214,19219009,8822402,17456385,3145207,15443413,15281876,13195208,11525293,10035012,7000990,1947897,3103374,1125147,12141136,17358925,1792860,1187708,4817821,10606362,10756110,6680967,14322431,12328462,10047322,7751789,8263037,6926616,19877938,6655872,8338327,15019181,14339093,18845564,12546393
2020-02-03,4484230,15622406,1814981,18705802,1209792,11614218,5352121,14760727,4820175,10693270,18937113,14444772,19264758,15233975,4447411,11785967,19217383,8823465,17457806,3146727,15436605,15277382,13198819,11524561,10031691,6992142,1946797,3105340,1126024,12134013,17355647,1793511,1188579,4820175,10613610,10757399,6680630,14312890,12326897,10049060,7754281,8260429,6930154,19879690,6656417,8341813,15004375,14345179,18848840,12535207
2020-02-04,4480509,15620868,1814272,18714063,1210993,11608445,5353953,14755927,4818295,10698177,18924213,14436231,19253969,15238767,4442725,11794805,19204326,8825650,17452519,3144227,15441160,15275351,13193349,11526666,10031547,6996950,1946153,3105227,1125858,12140383,17359823,1791633,1189859,4818295,10603221,10761978,6671285,14315694,12334923,10044498,7754339,8266091,6931857,19870825,6650696,8343499,15010828,14343194,18848264,12547496
2020-02-05,4482358,15615403,1816362,18712044,1208816,11612690,5355576,14760085,4823990,10693625,18931109,14445822,19253408,15241745,4444539,11790345,19216177,8820020,17450910,3142214,15447327,15277248,13192197,11518989,10037029,6994421,1946624,3104566,1125420,12137026,17358823,1793925,1186481,4823990,10606917,10754525,6679143,14315998,12337286,10044974,7752768,8265987,6929833,19875651,6650316,8337608,15009917,14343610,18842719,12546796
2020-02-06,4483502,15627284,1812897,18709896,1212143,11616552,5356507,14765766,4813483,10693057,18932951,14443603,19257485,15233348,4443095,11795205,19215575,8821747,17457309,3145766,15440982,15277416,13193767,11531519,10035054,6997139,1948027,3105130,1125501,12129916,17365035,1794488,1187842,4813483,10610299,10758521,6676318,14312589,12323092,10043754,7754677,8263397,6930206,19881366,6652097,8342713,15019512,14339326,18843781,12538118
2020-02-07,4486365,15614776,1811950,18709966,1209559,11614959,5351287,14753456,4818866,10688656,18929581,14442722,19258885,15236730,4444378,11789116,19212617,8828251,17449407,3142519,15435275,15269889,13192643,11532901,10035885,6996434,1947638,3104046,1123927,12141812,17362696,1792948,1189899,4818866,10603409,10758750,6676680,14316346,12335598,10050115,7753446,8265113,6930943,19881068,6652544,8342893,15010131,14348783,18852712,12543600
2020-02-10,4483509,15618322,1812623,18705587,1210453,11616136,5359281,14758698,4821046,10703685,18925633,14435251,19258871,15238373,4444973,11792491,19217046,8819401,17459095,3139732,15444314,15279173,13196954,11528862,10030282,7001528,1948607,3107276,1127042,12142863,17359186,1793641,1188387,4821046,10606339,10757755,6671568,14312162,12331297,10045860,7756778,8265035,6928931,19881925,6651433,8347909,15015282,14346392,18839938,12546290
2020-02-11,4483348,15629113,1814143,18706375,1211145,11611880,5350099,14756080,4819296,10692328,18925419,14432043,19262651,15241766,4444947,11789079,19212624,8822667,17449063,3141431,15440775,15273804,13196305,11522984,10033379,6996164,1947340,3103464,1124684,12135560,17357955,1794986,1190637,4819296,10609624,10758193,6678703,14319206,12329935,10050639,7754613,8265140,6935267,19877220,6652646,8338817,15016922,14346444,18848823,12541373
2020-02-12,4487848,15620851,1814262,18716614,1208814,11612018,5356336,14757793,4815037,10693131,18935668,14433507,19260367,15234522,4442911,11791405,19210946,8819224,17454992,3146763,15444311,15277857,13198601,11528911,10037858,6995951,1946007,3100825,1126663,12140917,17365767,1793777,1189518,4815037,10612432,10762672,6680303,14308040,12336505,10051899,7752883,8265036,6926222,19875238,6652279,8341885,15012284,14338690,18853372,12545093
